title,sku,quantity,price,retail_price,description,width,depth,height,tags,images
Modern Moroccan Style Throw Pillow with Tassels,SQ6191700,1,155.0,250.0,"Immerse yourself in the captivating world of modern Moroccan design with this exquisite Modern Moroccan Style Throw Pillow with Tassels. Meticulously curated for discerning designers and decorators, this luxurious accent piece seamlessly blends contemporary aesthetics with the rich cultural heritage of Morocco. Crafted with meticulous attention to detail, the vibrant colors evoke a sense of wanderlust and exotic charm. The meticulously handcrafted tassels add a touch of bohemian elegance, making this pillow a true statement piece that effortlessly elevates any space. Embrace the timeless beauty of Moroccan design and curate interiors that reflect your sophisticated taste with our Modern Moroccan Style Throw Pillow with Tassels. Transform your space into a sanctuary of global inspiration and indulge in the perfect fusion of style and comfort.FREE SHIPPING to Anywhere in the US 48 States",20,8,20,"modern, moroccan-style, throw-pillow, pillow, tassels","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704900750811-RF4XBMDKI9T3NB0RXJSL/Modern+Morrocan+Style+Throw+Pillow+with+Tassels.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704829089510-1GYJ9BWZZS18NBX1R1T7/Modern+Morrocan+Style+Throw+Pillow+with+Tassels+a.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1704829094226-ZV5CS7KVB5JQTS341FND/Modern+Morrocan+Style+Throw+Pillow+with+Tassels+a+%281%29.JPG"
Contemporary Monumental Abalone Shell and Spider Coral Mirror,21040,1,3345.0,6200.0,"Introducing the Contemporary Monumental Abalone Shell and Spider Coral Mirror, a captivating fusion of marine magnificence and modern artistry. This exquisite mirror is framed by the iridescent splendor of abalone shells, known for their rich, natural color palette, and adorned with the delicate, organic structure of spider coral. Each piece is meticulously selected and arranged to create a textural masterpiece that reflects not only the beauty within but also the surrounding space.FREE SHIPPING to Anywhere in the US 48 States",39,3,53,"contemporary, monumental, abalone, shell, spider, coral-mirror, mirrors, decor","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702410390544-3O94DHODHN68HYX0QTSZ/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702410394275-HQIYLWDI6SXK2IZ9QIE3/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror+3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702410392877-9UCB2Q7KN337KY6U3GWE/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror+4.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702410393151-I1UBFF6GNXGH1GWG708X/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror+5.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702410393048-34V82WRIVU7J1JVG8NGD/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702410387248-7T01B9YOTH9SN95BL23H/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror+6.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702407945233-DZHG3WL9XKUR83J4YBI3/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702407948219-29ZADDRIG5FHLPZQQCO6/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702407949322-B2RFYV85INT591JYAEC1/Contemporary+Monumental+Abalone+Shell+and+Spider+Coral+Mirror+%283%29.JPG"
Ficks Reed Rattan Indoor Outdoor Sofa,21014,1,2895.0,7199.0,"Introduce a touch of timeless elegance to both indoor and outdoor spaces with the Ficks Reed Rattan Sofa. Celebrated for its sophisticated yet relaxed aesthetic, this piece features the classic durability and natural appeal of rattan, woven into a design that exudes both comfort and style. The sofa's sturdy frame is complemented by plush cushions that invite hours of leisurely repose, while the neutral tones provide a versatile backdrop for an array of decorative pillows and throws. This sofa, with its blend of traditional craftsmanship and modern versatility, is ideal for the discerning decorator looking to create a seamless flow between interior luxury and outdoor tranquility. Whether placed in a sun-drenched conservatory or on a shaded veranda, it promises to be a centerpiece that resonates with elegance and ease.FREE SHIPPING to Anywhere in the US 48 States",74,24,39.5,"ficks, reed, rattan-sofa, outdoor-sofa, indoor-sofa","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701879121297-JGPBOEC1PK8C0HX34IAY/Ficks+Reed+Rattan+Indoor+Outdoor+Sofa%281%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701879116081-ONZD6YKUAO50PI5GZFKW/Ficks+Reed+Rattan+Indoor+Outdoor+Sofa%283%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701879119801-BQLM8CGP44W4ELO08KIE/Ficks+Reed+Rattan+Indoor+Outdoor+Sofa%282%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701879120727-9FRYBT1OAQ20WML8F1JC/Ficks+Reed+Rattan+Indoor+Outdoor+Sofa.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702917381225-CVKINROMYQTL3EJ6LVWY/Ficks+Reed+Rattan+Indoor+Outdoor+Sofa++1.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702917378803-BYM72LSNVSE71J2GUCFY/Ficks+Reed+Rattan+Indoor+Outdoor+Sofa+.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702917380501-UBG8U1S2WO7818IMM9VG/Ficks+Reed+Rattan+Indoor+Outdoor+Sofa.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702917381049-V7O007MGS2HHE6PJIVDB/Ficks+Reed+Rattan+Indoor+Outdoor+Sofa+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1709323884114-WVI8VDHCJALDE41Y0J5P/Screenshot+2024-03-01+151106.png"
Made Goods Pierson Mixed Horn Mirror,SQ8170626,1,1245.0,1850.0,"This stunning Made Goods Pierson Mixed Horn Mirror is a true masterpiece that exudes elegance and sophistication. This exquisite mirror showcases a captivating blend of mixed horn materials, meticulously handcrafted to create a visually striking and unique piece of art. The intricate patterns and natural variations in the color of the mixed horn lend a touch of organic beauty to any space. With its modern and refined design, the Pierson Mixed Horn Mirror effortlessly complements a variety of interior styles, making it a versatile choice for discerning designers and decorators. Elevate your design projects with this exceptional mirror that seamlessly combines functionality and aesthetic appeal, adding a touch of timeless luxury and allure to any room.FREE SHIPPING to Anywhere in the US 48 States",38.5,1.3,26,"contemporary, mirror, antiqued, frame","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702409761469-E9EXT22CPI1I9QSIM307/Contemporary+Mirror+with+Antiqued+Mirror+Frame+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702409760687-AZW4FRVDS90KPIMSU3PM/Contemporary+Mirror+with+Antiqued+Mirror+Frame+3.jpg"
Antique Chinese Pedestal with Stone Top,SQ4813013,1,1245.0,1800.0,"Introducing a masterful blend of timeless tradition and contemporary lines, this Antique Chinese Pedestal with Stone Top is a statement of minimalist elegance. The piece features a sleek wooden base with strict, clean lines that honor modern design while echoing the simplicity found in traditional Chinese forms. Topped with a polished stone surface, the pedestal offers a serene and sturdy platform for showcasing sophisticated decor. This juxtaposition of old-world charm and new-world aesthetics makes it an ideal choice for spaces that celebrate a transitional design ethos. The pedestal's understated silhouette allows it to seamlessly integrate into a variety of interior styles, making it a versatile and essential addition to any designer's collection.FREE SHIPPING to Anywhere in the US 48 States",,,,"antique, chinese-pedestal, end-table, stone-top, side-table, pedestal, table","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701188880230-3B0YXEZ4ACL1B675XLS6/Antique+Chinese+Pedestal+with+Stone+Top.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701368535953-9DNEDNILJ8122FMEXR8Z/Antique+Chinese+Pedestal+with+Stone+Top+A.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701368552344-HSAQUT1J72546COK1QIB/Antique+Chinese+Pedestal+with+Stone+Top+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701368547057-SSK1BAOSKP7BHB3XVE2S/Antique+Chinese+Pedestal+with+Stone+Top+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1701368557953-CAZJ88K8QTWGZBGQ74YB/Antique+Chinese+Pedestal+with+Stone+Top.JPG"
Ligne Roset Tripod Chrome Floor Lamp,SQ5254260,1,1296.0,2050.0,"Illuminate your space with the Ligne Roset Tripod Chrome Floor Lamp, a beacon of modern design that artfully combines form and function. This sleek floor lamp features a tripod base, crafted from polished chrome, that exudes contemporary elegance and stability in its design. The slender, minimalist structure culminates in a refined lighting element that provides both ambient and focused light, suitable for a variety of interior spaces. Ideal for creating a statement in a living room, office, or bedroom, the Ligne Roset Tripod Chrome Floor Lamp is a favorite among designers and decorators for its sophisticated silhouette and its ability to add a touch of modern luxury to any decor. Its versatile style allows it to seamlessly integrate into both understated and bold design schemes, making it a versatile choice for an array of aesthetic preferences.FREE SHIPPING to Anywhere in the US 48 States",30,30,17.7,"modern, white, chrome, lamp, floor-lamp, shade, ligne-roset, light, lightning","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1679692224313-JNYFSF6GQ5N3AOJEDBZ5/Ligne+Roset+Tripod+Chrome+Floor+Lamp.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1679692226017-PXHGBK1WYQLSMY19Q9JJ/Ligne+Roset+Tripod+Chrome+Floor+Lamp+4.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1679692225918-PKTUHA2OFOC6PZZRJNBS/Ligne+Roset+Tripod+Chrome+Floor+Lamp+3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1679692224205-F118ZBC1NSMA6V6SQLKD/Ligne+Roset+Tripod+Chrome+Floor+Lamp+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1680623808915-XXDV6MIDEAGE7NWUM3Y7/IMG_2394.jpg"
Custom Tufted Banquette,21035,1,2145.0,3840.0,"Embrace bespoke elegance with our Custom Tufted Banquette, a tailored addition designed to elevate intimate dining areas and refined lounge spaces. This banquette showcases expert craftsmanship with its plush, hand-tufted upholstery, inviting both comfort and sophisticated style. The meticulous button detailing creates a classic diamond pattern, offering a nod to traditional design while seamlessly fitting into contemporary settings. Its bespoke nature allows for a personalized touch—select from an array of luxurious fabrics and finishes to harmonize with your design vision. Perfect for creating a cozy yet chic dining nook or an inviting entryway seating arrangement, this banquette is the quintessential choice for designers and decorators who covet custom solutions and timeless appeal.FREE SHIPPING to Anywhere in the US 48 States",74,22.5,44.5,"custom, tufted, banquette, seating, sofa","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702411358267-L36BGAWR6MLEZ8UMDAI6/Custom+Tufted+Banquette.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702400441949-9VL0NRZMZYU3QNHOWNM7/Custom+Tufted+Banquette+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702400441750-7YI4O1DZ4SB6ZE8FS1FT/Custom+Tufted+Banquette.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/f3c2e288-e4e8-4504-a743-40b2f01f4c60/white-banquette.jpeg"
Vintage Carved Chinese Pedestal or Jardiniere,21027,1,945.0,1295.0,"Elevate your space with the Vintage Carved Chinese Pedestal or Jardiniere with Leather Top. This exquisite piece showcases the finesse of traditional Chinese craftsmanship. Its intricate carvings, reflecting centuries-old artistry, are complemented by a sumptuous leather top, adding a touch of modern luxury. This pedestal is not just a functional item but a statement piece that embodies the harmony of ancient skills and contemporary design. Perfect for designers and decorators looking to infuse their spaces with a blend of history and sophistication.FREE SHIPPING to Anywhere in the US 48 States",,,,"vintage, carved, chinese-pedestal, side-table, jardiniere, leather-top, end-table, table","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702506550363-GMTZQONPMPM93FPH8A5V/Vintage+Carved+Chinese+Pedestal+or+Jardiniere+with+Leather+Top+%284%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710353312597-LTHW13MT1MCTWS7P59XW/IMG_9187-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710353312413-HZ8KVZPG1UJVMWGP94Z6/IMG_9182-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710353311862-MB960DWJVTA8EXGJKYEW/IMG_9195-min.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1710353311862-VT2VKN0XQN4GG53YW9E9/IMG_9191-min.JPG"
Avery Boardman Sleeper Sofa,20931,1,3595.0,6650.0,"The Avery Boardman Sleeper Sofa is the epitome of high-end, custom comfort. This sleeper sofa stands out with its sleek lines and sophisticated form, offering a seamless blend of classic elegance and contemporary flair. The meticulously engineered bed mechanism provides a sleep experience that rivals the finest beds, ensuring guests enjoy both comfort and style. This sofa is truly a testament to timeless design, providing an exquisite, multi-functional centerpiece that is as practical as it is aesthetically pleasing.FREE SHIPPING to Anywhere in the US 48 States",84,37,32.5,"avery-boardman, sleeper-sofa, sleeper, sofa, seating","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702497563482-4CWHHQMDH699UB1IXKP1/Avery+Boardman+Sleeper+Sofa+2.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702497559047-ATBLZT7G9M1QV50N1A6J/Avery+Boardman+Sleeper+Sofa+3.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702497563855-57HCGYPPFSF76QQLQDOZ/Avery+Boardman+Sleeper+Sofa+4.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702497562719-19363YF3SV6P81IAC64O/Avery+Boardman+Sleeper+Sofa+5.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702497563128-2QXESP961JYLDLN7MJQI/Avery+Boardman+Sleeper+Sofa+%289%29.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702497558851-ZM2PB907HLDZQYFEBAJ7/Avery+Boardman+Sleeper+Sofa+6.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702491937874-ZCL0G9T2FN9I23R53ERU/Avery+Boardman+Sleeper+Sofa+%283%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702491937327-GXXA6I7CLHM0XODK03EA/Avery+Boardman+Sleeper+Sofa+%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702491939503-AL314FR5XYN15KFKAKFE/Avery+Boardman+Sleeper+Sofa+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702491936954-PFUOEIH4W3U65YXVUR8S/Avery+Boardman+Sleeper+Sofa+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702491937678-83N5CA05FI0UNINRX0F9/Avery+Boardman+Sleeper+Sofa+%285%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702491939691-NCJN88PNQLKV726CVRIA/Avery+Boardman+Sleeper+Sofa+%288%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702491939882-VI9ODDUHWCJO34Y1Z1K4/Avery+Boardman+Sleeper+Sofa+%286%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702491942085-MXPEWFMOEOQFGJHWAATN/Avery+Boardman+Sleeper+Sofa+%287%29.JPG"
Antique French Louis XVI Trumeau Mirror 19th Century,21025,1,2495.0,4400.0,"Discover the grandeur of the 19th Century with this exquisite Antique French Louis XVI Trumeau Mirror, a statement piece steeped in historical elegance. This trumeau mirror, originating from the period of Louis XVI, showcases the refined craftsmanship and ornate detailing characteristic of the era. The mirror is framed by intricately carved wood, adorned with motifs of acanthus leaves, rosettes, and delicate beading, all finished with a patina that highlights its authentic age. Above the glass, a painted panel adds an artistic touch, often depicting pastoral scenes or classical imagery in soft, muted tones. This mirror is not just a reflective surface but a piece of art that brings a touch of aristocratic French decor to any interior. Perfect for creating a sense of height and light in a room, it resonates with the taste of those who appreciate antiques that tell a story and add a layer of sophistication to their design projects.FREE SHIPPING to Anywhere in the US 48 States",42,2,92.5,"antique, french, louis-xvi, trumeau-mirror, 19th-century, mirror, decor","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702415886030-YITQ3MGL96DOEROIHXU6/Antique+French+Louis+XVI+Trumeau+Mirror+19th+Century.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702571705440-Q8HKHR1801RD67QCD41X/Antique+French+Louis+XVI+Trumeau+Mirror+19th+Century+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702571704322-7PKJ2QLTAK6Y9AR0MG11/Antique+French+Louis+XVI+Trumeau+Mirror+19th+Century+%284%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702571705054-FTDSX64BSF5ZWGWLDR57/Antique+French+Louis+XVI+Trumeau+Mirror+19th+Century+%283%29.JPG"
Antique Trumeau Mirror With Brass Serpent Details,21033,1,3145.0,5625.0,"Discover the allure of this Antique Trumeau Mirror, a distinguished piece that exudes classical elegance with its ornamental brass serpent details. This exquisite mirror reflects a bygone era's grandeur, with serpentine brass embellishments symbolizing eternal wisdom and adding a touch of antiquity's opulence. The trumeau portion, often adorned with intricate carvings or a painted tableau, brings a sense of depth and artistry to the piece. Designers and decorators will appreciate the mirror's ability to serve as both a reflective element and a work of art, offering a sophisticated focal point that marries the decorative narrative with functional grace. Perfect for gracing the walls of refined interiors, this Trumeau mirror is an essential selection for those curating spaces with a penchant for historical charm and an air of aristocratic finesse.FREE SHIPPING to Anywhere in the US 48 States",43.5,3,82.5,"antique, trumeau, mirror, mirror-with-brass-serpent-details, brass-mirror","https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702494779359-QZPSI266ES2YYF7ELY7O/Antique+Trumeau+Mirror+With+Brass+Serpent+Details.jpg, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702494875619-H8LFH86EL0AQ1BQYVJ7S/Antique+Trumeau+Mirror+With+Brass+Serpent+Details+%281%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702494875578-HZ2ZDP06J9MJRXSL2GV2/Antique+Trumeau+Mirror+With+Brass+Serpent+Details+%282%29.JPG, https://images.squarespace-cdn.com/content/v1/5f8da79cf4a5e43bb750dc5f/1702494874652-TA216GUEJ67TT0D79W01/Antique+Trumeau+Mirror+With+Brass+Serpent+Details+%283%29.JPG"
