title,sku,price,retail_price,category,sub_category,description,width,height,depth,tags,brand,designer,images
Pair Of Atomic Teak + Oak Swedish Modern Nightstands,6919275118724,2850.0,,storage,SMALL CHESTS,"Origin: Sweden. Designer: Unknown. Manufacturer: AB NybrofabrikenEra: 1960sMaterials: Teak, OakMeasurements: 25"" wide x 12"" deep x 22.5"" tall.",25,22.5,12,"1960s, DA12688, depth:12, HALL CHEST, height:22, Oak, restored, storage, Sweden, Teak, width:25","AB NybrofabrikenEra: 1960sMaterials: Teak, OakMeasurements: 25"" wide x 12"" deep x 22.5"" tall",,"https://midcenturymobler.com/cdn/shop/products/DSC_7979.jpg?v=1672253777, https://midcenturymobler.com/cdn/shop/products/DSC_7972.jpg?v=1672253871, https://midcenturymobler.com/cdn/shop/products/DSC_7975_430fa7dc-1018-4a60-a0f6-e5a09ee2f174.jpg?v=1672253871, https://midcenturymobler.com/cdn/shop/products/DSC_7982_66af49f8-1a56-49f6-8348-9eab2540ae2f.jpg?v=1672253871, https://midcenturymobler.com/cdn/shop/products/DSC_7984.jpg?v=1672253871, https://midcenturymobler.com/cdn/shop/products/DSC_7986.jpg?v=1672253871, https://midcenturymobler.com/cdn/shop/products/DSC_7992_9b4fd101-c09d-487f-9b7c-8f928ce9e119.jpg?v=1672253871, https://midcenturymobler.com/cdn/shop/products/DSC_7996_251d27fe-af68-49ed-9bb0-b957c6974f0b.jpg?v=1672253871, https://midcenturymobler.com/cdn/shop/products/DSC_8000_95430c51-3d63-4bf5-af9e-a6eb2b052d93.jpg?v=1672253871"
Arne Norell Saturn Lounge Chair + Ottoman In Brown Leather,6710731866244,2545.0,3400.0,seating,seating,"Origin: Sweden. Designer: Arne Norell. Manufacturer: Norell Møbler. Era: 1960s. Materials: Leather, Pine. Measurements: 35.5″ wide x 35″ deep x 28″ tall. Ottoman: 29″” wide x 20.5″ deep x 16.5″ tall Condition: In excellent original condition with typical wear for its vintage.",35.5,28,35,"2021, arne, arne norell, brown, BROWN LEATHER, chair, danish, danish modern, depth:35, height:28, leather, lounge, lounge chair, modern, norell, Norell Møbler, October, October 2021, ottoman, PRE-ORDER, sale, SATURN, sweden, width:35.5",Norell Møbler,Arne Norell,"https://midcenturymobler.com/cdn/shop/products/DA12195_B.jpg?v=1642633889, https://midcenturymobler.com/cdn/shop/products/DA12195_Bb.jpg?v=1642633889, https://midcenturymobler.com/cdn/shop/products/DA12195_Bc.jpg?v=1642633889, https://midcenturymobler.com/cdn/shop/products/DA12195_Bd.jpg?v=1642633889, https://midcenturymobler.com/cdn/shop/products/DA12195_Be.jpg?v=1642633889"
Danish Modern Planter In Rosewood,6710690414724,650.0,,accessories,accessories,This long Danish modern planter is crafted in Brazilian rosewood and holds an original brown plastic liner. In excellent original condition. MEASUREMENTS: 20″ wide x 17″ deep x 14″ tall,20,14,17,"depth:17, height:14, planter, rosewood, width:20",,,"https://midcenturymobler.com/cdn/shop/products/DSC_3236_5bd17de1-70f8-46da-bc8a-f1e7bbfe2e6d.jpg?v=1642628336, https://midcenturymobler.com/cdn/shop/products/DSC_3229_18b2a18b-5f29-4027-b732-67f4731201b0.jpg?v=1642628336"
"Nils Jonsson ""Trento"" Credenza In Teak",7079362265220,5100.0,,storage,CREDENZA,Origin: Sweden. Designer: Nils Jonsson. Manufacturer: Troeds. Era: 1960s. Materials: Teak. Measurements: 75″ wide x 17.75″ deep x 31.5″ tall,75,31.5,17.75,"1960s, 2023, CREDENZA, DA13023, DENMARK, depth:17.75, height:31.5, June2023, May 2023, Nils Jonsson, restored, Sweden, Teak, TRENTO, Troeds, width:75",Troeds,Nils Jonsson,"https://midcenturymobler.com/cdn/shop/products/DA13023.jpg?v=1678538647, https://midcenturymobler.com/cdn/shop/products/DA13023c.jpg?v=1678538654, https://midcenturymobler.com/cdn/shop/products/DA13023d.jpg?v=1678538653, https://midcenturymobler.com/cdn/shop/products/DA13023b.jpg?v=1678538654"
Danish Modern Sofa In Green Striped Wool With Teak Paws,6710712107140,3850.0,5500.0,seating,seating,Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak. Measurements: 67″ Width x 26″ Depth x 31″ Height,67,31,26,"danish, DANISH MODERN SOFA, DANISH SOFA, denmark, Depth:26, GREEN STRIPED, GREEN STRIPED WOOL, height:31, modern, MODERN SOFA, PAWS, restore, restored, sale, seating, sofa, STRIPED, STRIPED WOOL, teak, TEAK PAWS, upholstery, width:67, wool",,,"https://midcenturymobler.com/cdn/shop/products/DSC_7782_5060e1ad-917d-44fa-b8e2-149db8175672.jpg?v=1642631780, https://midcenturymobler.com/cdn/shop/products/DSC_7789_fe1a7783-a38f-4b64-9ba1-1a5376b07be1.jpg?v=1642631780, https://midcenturymobler.com/cdn/shop/products/DSC_7792.jpg?v=1642631780, https://midcenturymobler.com/cdn/shop/products/DSC_7797_ee6e3ea6-38f1-4aac-a61e-7eb2ca3de95d.jpg?v=1642631780, https://midcenturymobler.com/cdn/shop/products/DSC_7801_97612389-ce3c-4b3f-8775-d69ba6595b24.jpg?v=1642631780, https://midcenturymobler.com/cdn/shop/products/DSC_7804_70ff7e16-6521-42db-9eeb-a74c5b94c36b.jpg?v=1642631780, https://midcenturymobler.com/cdn/shop/products/DSC_7810.jpg?v=1642631780, https://midcenturymobler.com/cdn/shop/products/DSC_7816_c6aecc29-1fd1-46e8-bdb1-05a62909b3fc.jpg?v=1642631780"
Pair Of Italian Modern Nightstands In Mahogany,7208238088324,1850.0,,storage,Nightstands,Origin: ItalyDesigner: UnknownManufacturer: UnknownEra: 1960sMaterials: MahoganyMeasurements: 20.25″ wide x 13.5″ deep x 24″ tall,20.25,24,13.5,"depth:13.5, height:24, italian, Italy, mahogany, nightstands, restored, table, width:20.25",,,"https://midcenturymobler.com/cdn/shop/files/DSC_6697_4246a89c-3072-4c50-a802-81533b7897ad.jpg?v=1702621382, https://midcenturymobler.com/cdn/shop/files/DSC_6700_ee403d88-a48c-4087-ac30-ce1af3c3322b.jpg?v=1702621381, https://midcenturymobler.com/cdn/shop/files/DSC_6708_6590882f-08bc-41ab-940d-a01cbad4e5a1.jpg?v=1702621381, https://midcenturymobler.com/cdn/shop/files/DSC_6713_4a2e6cfb-6094-4f11-acff-758ed0cd9722.jpg?v=1702621381, https://midcenturymobler.com/cdn/shop/files/DSC_6719_04069d35-a39e-4cc5-94d7-a49a9bc704a9.jpg?v=1702621382"
Cobalt And Cinnabar Organic Ombre Planter,7254338961540,325.0,,accessories,pottery,"Designed and manufactured by Oakland artist Justin Kiene, these organic planters and vases are inspired by the shapes of the natural and microscopic world. Each piece is hand thrown and glazed, making it unique in tone, shape and finish. Origin: USADesigner: Justin KieneManufacturer: Justin Kiene StudiosEra: 2024Measurements: 6.75"" diameter x 5"" tall",6.75,5,6.75,"artist, depth:6.75, height:5, justin kiene, oakland, organic, planter, pottery, width:6.75",,,"https://midcenturymobler.com/cdn/shop/files/IMG_29272.jpg?v=1713216702, https://midcenturymobler.com/cdn/shop/files/IMG_2928.jpg?v=1713216701, https://midcenturymobler.com/cdn/shop/files/IMG_2927.jpg?v=1713216703"
Pair Of Swedish Teak + Oak Nightstands,6710708174980,2250.0,,storage,Cabinets & Storage,"Origin: Sweden. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak, Oak. Measurements: 17.25″ wide x 16.5″ deep x 19.5″ tall",17.25,19.5,16.5,"depth:16.5, height:19.5, nightstands, oak, pair, restored, sweden, swedish, SWEDISH TEAK, teak, width:17.25",,,"https://midcenturymobler.com/cdn/shop/products/DA12157.jpg?v=1642631268, https://midcenturymobler.com/cdn/shop/products/DA12157b.jpg?v=1642631268"
Johannes Andersen Draw Leaf Dining Table In Teak,7267283828868,4875.0,,tables,DINING TABLE,"Origin: Denmark. Designer: Johannes Andersen. Manufacturer: Uldum Møbelfabrik. Era: 1960s. Materials: Teak. Measurements: 63 closed / 102.5 open"" wide x 35.5"" deep x 28.5"" tall",63,28.5,35.5,"1960s, denmark, DENMARK - JUNE 2024, depth:35.5, DRAW LEAF DINING TABLE, height:28.5, JOHANNES ANDERSEN, JOHANNES ANDERSEN DRAW LEAF DINING TABLE, new, PRE-ORDER, restore, restored, teak, uldum møbelfabrik, width:63",Uldum Møbelfabrik,Johannes Andersen,"https://midcenturymobler.com/cdn/shop/files/DA13298b.jpg?v=1716096157, https://midcenturymobler.com/cdn/shop/files/DA13298c.jpg?v=1716096157, https://midcenturymobler.com/cdn/shop/files/DA13298.jpg?v=1716096157, https://midcenturymobler.com/cdn/shop/files/DA13298d.jpg?v=1716096157, https://midcenturymobler.com/cdn/shop/files/DA13298e.jpg?v=1716096157, https://midcenturymobler.com/cdn/shop/files/DA13298f.jpg?v=1716096158, https://midcenturymobler.com/cdn/shop/files/DA13298g.jpg?v=1716096157, https://midcenturymobler.com/cdn/shop/files/DA13298h.jpg?v=1716096157, https://midcenturymobler.com/cdn/shop/files/DA13298l.jpg?v=1716096158"
Pair Of Small Rosewood Jewelry Chests By Henning Koch #2,7277854589060,3500.0,,storage,JEWELRY CHESTS,Origin: Denmark. Designer: Henning Koch. Manufacturer: Silkeborg Møbelfabrik. Era: 1960s. Materials: Rosewood. Measurements: 17.75″ wide x 12″ deep x 23.75″ tall,17.75,23.75,12,"1960s, denmark, DENMARK - AUGUST 2024, depth:23, height:23.75, HENNING KOCH, JEWELRY CHESTS, new, rosewood, Silkeborg Møbelfabrik, width:17.75",Silkeborg Møbelfabrik,Henning Koch,"https://midcenturymobler.com/cdn/shop/files/DSC_5887.jpg?v=1730304256, https://midcenturymobler.com/cdn/shop/files/DSC_5896.jpg?v=1730304256, https://midcenturymobler.com/cdn/shop/files/DSC_5901.jpg?v=1730304256, https://midcenturymobler.com/cdn/shop/files/DSC_5907.jpg?v=1730304256, https://midcenturymobler.com/cdn/shop/files/DSC_5911.jpg?v=1730304256, https://midcenturymobler.com/cdn/shop/files/DSC_5915.jpg?v=1730304256, https://midcenturymobler.com/cdn/shop/files/DSC_5922.jpg?v=1730304256, https://midcenturymobler.com/cdn/shop/files/DSC_5925.jpg?v=1730304256"
Philips Type Fs 665 A Record Console In Teak,7031994843268,2100.0,,storage,RECORD CONSOLE,Origin: Denmark. Designer: Unknown. Manufacturer: Philips. Era: 1960s. Materials: Teak. Measurements: 36.76″ wide x 14″ deep x 30.25″ tall,36.76,30.25,14,"1960s, 2023, DA13001, DANISH MODERN, DENMARK, DENMARK JANUARY 2023, depth:14, FS 665, height:30.25, JANUARY 2023, PHILIPS, PHILIPS TYPE, PRE ORDER, RECORD CONSOLE, restored, Teak, width:36.76",Philips,,"https://midcenturymobler.com/cdn/shop/products/DA13001.jpg?v=1670311447, https://midcenturymobler.com/cdn/shop/products/DA13001b.jpg?v=1670311459, https://midcenturymobler.com/cdn/shop/products/DA13001bb.jpg?v=1670311458, https://midcenturymobler.com/cdn/shop/products/DA13001c.jpg?v=1670311459, https://midcenturymobler.com/cdn/shop/products/DA13001d.jpg?v=1670311459, https://midcenturymobler.com/cdn/shop/products/DA13001e.jpg?v=1670311458, https://midcenturymobler.com/cdn/shop/products/DA13001f.jpg?v=1670311458"
Atomic Danish Wall Mirror With Built In Light,7015358136452,975.0,,accessories,MIRROR,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak, Glass. Measurements: 15.75″ wide x 29.75″ deep Condition: In good original condition with vintage wear.",15.75,,29.75,"1960s, 2023, ATOMIC, BUILT, DA12942, DANISH MODERN, DENMARK, Denmark- October 2023, depth:29.75, Glass, June2023, LIGHT, MIRROR, PRE ORDER, Teak, wall, WALL MIRROR, width:15.75",,,"https://midcenturymobler.com/cdn/shop/products/DA12942.jpg?v=1667976748, https://midcenturymobler.com/cdn/shop/products/DA12942b.jpg?v=1667976753"
Johannes Andersen Large Model 16 Teak Credenza,7206868975748,7150.0,,storage,CREDENZA,"Transform your space with the sophisticated elegance of this beautiful and rare credenza by Johannes Andersen. Produced by Uldum Møbelfabrik in the 1950s, this rare piece features center tambour doors, with multiple drawers for additional storage. Andersen's signature organic curves are featured throughout this one of a kind piece. Origin: DenmarkDesigner: Johannes AndersenManufacturer: Uldum MøbelfabrikEra: 1960sMaterials: TeakMeasurements: 94″ wide x 20″ deep x 34″ tall",94,34,20,"1960s, depth:20, ENGLAND - JANUARY 2024, height:34, JOHANNES ANDERSEN, PRE-ORDER, restore, restored, teak, width:94",,,"https://midcenturymobler.com/cdn/shop/files/DSC_7968.png?v=1709181967, https://midcenturymobler.com/cdn/shop/files/DSC_7974.png?v=1709182208, https://midcenturymobler.com/cdn/shop/files/DSC_7977.png?v=1709182208, https://midcenturymobler.com/cdn/shop/files/DSC_7989copy.png?v=1709182208, https://midcenturymobler.com/cdn/shop/files/DSC_7980.png?v=1709182208, https://midcenturymobler.com/cdn/shop/files/DSC_7983.png?v=1709182208, https://midcenturymobler.com/cdn/shop/files/DSC_7989.png?v=1709182208, https://midcenturymobler.com/cdn/shop/files/DSC_7991.png?v=1709182208, https://midcenturymobler.com/cdn/shop/files/DSC_7995.png?v=1709182208"
1970S Modular Sofa With Chrome Frame,6710739402884,6965.0,,seating,Cabinets & Storage,"Origin: Norway. Designer: Unknown. Manufacturer: Unknown. Era: 1970s. Materials: Chrome, Fabric. Measurements: Each unit is 36"" wide x 36"" deep x 28"" tall (4 units total) Condition: In good original condition. Cushions and fabric have wear. Price includes new upholstery in your choice of fabric.",36,28,36,"1970s, chrome, denmark, FABRIC, modular sofa, sofa",,,"https://midcenturymobler.com/cdn/shop/products/DA12393.jpg?v=1642634808, https://midcenturymobler.com/cdn/shop/products/DA12393d.jpg?v=1642634808, https://midcenturymobler.com/cdn/shop/products/DA12393e.jpg?v=1642634808, https://midcenturymobler.com/cdn/shop/products/DA12393f.jpg?v=1642634808, https://midcenturymobler.com/cdn/shop/products/DA12393g.jpg?v=1642634808, https://midcenturymobler.com/cdn/shop/products/DA12393b.jpg?v=1642634808, https://midcenturymobler.com/cdn/shop/products/DA12393c.jpg?v=1642634808"
Svend Ellekær Three Seat Sofa,6710717743236,4800.0,,seating,seating,"Origin: Denmark. Designer: Svend Ellekær. Manufacturer: Rolschau Møbler. Era: 1960s. Materials: Rosewood, Leather, Wool. Measurements: 78.75″ wide x 27.5″ deep x 27.5″ tall",78.75,27.5,27.5,"1960s, denmark, depth:27.5, ellekaer, height:27.5, model, modern, October 2021, PRE-ORDER, restore, restored, rosewood, seat, sofa, SVEND, SVEND ELLEKÆR, SVEND ELLEKÆR SOFA, SVEND ELLEKÆR THREE SEAT SOFA, three, three seat, upholstery, width:78.75",Rolschau Møbler,Svend Ellekær,"https://midcenturymobler.com/cdn/shop/products/DA12227.jpg?v=1642632336, https://midcenturymobler.com/cdn/shop/products/DA12227d.jpg?v=1642632336, https://midcenturymobler.com/cdn/shop/products/DA12227g.jpg?v=1642632336, https://midcenturymobler.com/cdn/shop/products/DA12227h.jpg?v=1642632336, https://midcenturymobler.com/cdn/shop/products/DA12227b.jpg?v=1642632336, https://midcenturymobler.com/cdn/shop/products/DA12227c.jpg?v=1642632336"
Pair Of High + Low Back 1940S Wingback Lounge Chairs,6800792649860,6450.0,,seating,Chairs,"Origin: DenmarkDesigner: UnknownManufacturer: UnknownEra: 1940sMaterials: Wool, BeechMeasurements: 30"" wide x 32"" deep x 41"" tall (Highback), 30"" wide x 32"" deep x 37"" tall (Lowback)",30,41,32,"1940s, Beech, CHAIRS, DA12718, Denmark, depth:36, height:39.5, HIGH BACK, lounge chairs, LOW BACK, restore, restored, upholstery, width:30, Wool",,,"https://midcenturymobler.com/cdn/shop/products/DA12718a.jpg?v=1650432694, https://midcenturymobler.com/cdn/shop/products/DA12718b.jpg?v=1650432694, https://midcenturymobler.com/cdn/shop/products/DA12718c.jpg?v=1650432694, https://midcenturymobler.com/cdn/shop/products/DA12718d.jpg?v=1650432694, https://midcenturymobler.com/cdn/shop/products/DA12718e.jpg?v=1650432694"
Arne Vodder Drop Leaf Desk In Teak,6919314505860,8500.0,,tables,DESKS,"Origin: Denmark. Designer: Arne Vodder. Manufacturer: P. Olsen Sibast, Stenstrup. Era: 1957. Materials: Teak. Measurements: 62"" (closed), 84.25"" (open) wide x 35"" deep x 28.75"" tall.",84.25,28.75,35,"1957, arne vodder, DA12708, denmark, depth:35.5, desk, DROP LEAF DESK, height:28.75, P. Olsen Sibast, restored, Stenstrup, tables, Teak, width:84.25","P. Olsen Sibast, Stenstrup",Arne Vodder,"https://midcenturymobler.com/cdn/shop/products/DA12708.jpg?v=1659175881, https://midcenturymobler.com/cdn/shop/products/DA12708b.jpg?v=1659175886, https://midcenturymobler.com/cdn/shop/products/DA12708c.jpg?v=1659175886"
Danish Modern Teak Credenza By Bramin,7301136842884,4750.0,,storage,CREDENZA,"Origin: Denmark. Designer: H.W. Klein. Manufacturer: Bramin. Era: 1960s. Materials: Teak. Measurements: 88"" wide x 17.5"" deep x 31.75"" tall",88,31.75,17.5,"1960s, bramin, credenza, danish modern, depth:17.5, England - November 2024, englandnov2024, height:31.75, new, PRE ORDER, restore, restored, teak, width:88",Bramin,H.W. Klein,"https://midcenturymobler.com/cdn/shop/files/DSC_8232-Photoroom.jpg?v=1731559465, https://midcenturymobler.com/cdn/shop/files/DSC_8251-Photoroom.jpg?v=1731559464, https://midcenturymobler.com/cdn/shop/files/DSC_8253-Photoroom.jpg?v=1731559465, https://midcenturymobler.com/cdn/shop/files/DSC_8275-Photoroom.jpg?v=1731559465, https://midcenturymobler.com/cdn/shop/files/DSC_8280-Photoroom.jpg?v=1731559464, https://midcenturymobler.com/cdn/shop/files/DSC_8283-Photoroom.jpg?v=1731559465, https://midcenturymobler.com/cdn/shop/files/DSC_8290-Photoroom.jpg?v=1731559465"
Svend Skipper Highback Lounge Chair In Patinated Brown Leather,6710707093636,2600.0,,seating,seating,"Origin: Denmark. Designer: Svend Skipper. Manufacturer: Skippers Møbelfabrik. Era: 1960s. Materials: Leather, Afromosia. Measurements: 29″ wide x 30″ deep x 39″ tall Condition: In excellent original condition. Leather has light patina.",29,39,30,"1960s, brown, chair, depth:30, height:39, highback, leather, lounge, lounge chair, patinated, PATINATED BROWN LEATHER, skipper, SVEND, svend skipper, width:29",Skippers Møbelfabrik,Svend Skipper,"https://midcenturymobler.com/cdn/shop/products/DA12151.jpg?v=1642631083, https://midcenturymobler.com/cdn/shop/products/DA12151f.jpg?v=1642631083, https://midcenturymobler.com/cdn/shop/products/DA12151e.jpg?v=1642631083, https://midcenturymobler.com/cdn/shop/products/DA12151b.jpg?v=1642631083, https://midcenturymobler.com/cdn/shop/products/DA12151c.jpg?v=1642631083, https://midcenturymobler.com/cdn/shop/products/DA12151d.jpg?v=1642631083"
1950S French Mid Century Bar Trolley,7190149562500,1725.0,,tables,Cabinets & Storage,"Origin: FranceDesigner: UnknownManufacturer: UnknownEra: 1950sMaterials: Brass, Laminate, BeechMeasurements: 28.25″ wide x 23.25″ deep x 18″ tall",28.25,18,23.25,"1950s, beech, brass, DENMARK - JANUARY 2024, depth:23.25, france, height:18, laminate, MID CENTURY BAR TROLLEY, restored, width:28.25",,,"https://midcenturymobler.com/cdn/shop/files/DA13173.jpg?v=1698158497, https://midcenturymobler.com/cdn/shop/files/DA13173b.jpg?v=1698158496, https://midcenturymobler.com/cdn/shop/files/DA13173c.jpg?v=1698158496, https://midcenturymobler.com/cdn/shop/files/DA13173d.jpg?v=1698158495"
"Aage Christensen ""Diplomat"" Highback Lounge Chair In Black Leather",7263555616900,3145.0,,seating,LOUNGE CHAIR,"Origin: Denmark. Designer: Aage Christensen. Manufacturer: Erlandsen &amp; Andersen, Nykøbing Mors, 1960s. Era: 1950s. Materials: Teak, Leather. Measurements: 34.75"" wide x 35.5"" deep x 33.5"" tall",34.75,33.5,35.5,"1950s, 1960s., AAGE CHRISTENSEN, BLACK LEATHER, cane, denmark-june 2024, DIPLOMAT, Erlandsen & Andersen, Highback Lounge Chair, new, Nykøbing Mors, PRE-ORDER, teak","Erlandsen & Andersen, Nykøbing Mors, 1960s.",Aage Christensen,"https://midcenturymobler.com/cdn/shop/files/DA13253.jpg?v=1715411500, https://midcenturymobler.com/cdn/shop/files/DA13253b.jpg?v=1715411500, https://midcenturymobler.com/cdn/shop/files/DA13253c.jpg?v=1715411500, https://midcenturymobler.com/cdn/shop/files/DA13253f.jpg?v=1715411500"
